"OIL_ANAL FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Drillng_event_seq","Oil_lab_num","Sample_point_code","Test_Perf_Flag","Oil_anlyss_base_depth (m)","Oil_anlyss_top_depth (m)","Sample_date","Bsw_total","Reltv_densty (kg/m3)","Abslt_oil_densty (kg/m3)","Api_gravty","Tot_sulphr_mass_fractn","Pour_point_usb_m (C)","Distlltn_crackd (C)","Naphtha_fractn_200C","Kersn_fractn_275C","Light_gas_oil_fractn_350C","Charctrzed_factor","Invert_mud_sample","Oil_anlyss_comments","Pour_point_astm (C)","Press_recvd (kPa)","Temp_recvd (C)","Distlltn_method_type","Final_boil_point (C)","Project_code"
"200B084K094A1000","7600","2900","E","03109","00","E72-322","OTH","","1048.8","1048.2","19720828","0",".831","0","38.6",".71","","","0","0","0","0","","","","0","","","","06"
"200B084K094A1000","7600","2900","E","03109","00","E72-8475-3","DST","","1048.5","1041.8","19720328","0",".836","0","37.8",".69","","333.3",".307",".182","0","12","","E72-8475-1: SPEC. GRAV. 0.838, API 37.4 E72-8475-2: SPEC. GRAV. 0.838, API 37.4 E72-8475-4: SPEC. GRAV. 0.835, API 38.0, 3.5% WATER IN EMULSION.","","0","","","","06"
"200D099G094H0200","","","","03112","00","D78-7105-2","DST","","0","0","19780327","0","0","0","0","0","","",".87","0","0","0","","","","0","","ENG","262.2",""
"102073308616W600","7840","2900","A","03118","00","F83-0043-3","SEP","","1106","1103","19890607",".01",".76","759","54.7",".0029","0","0",".86","0","0","0","","","0","0","0","MOD","238","00"
"100101708724W600","","","","03121","00","E72-398","OTH","","0","0","19720904","0",".824","0","40.2","1.15","","",".427",".17",".19","11.8","","SAMPLE CONSISTED OF 60% MUDDY WATER, 40% OIL.","","0","","HEM","343.3",""
"100112308419W600","3600","6200","D","03122","00","TC-4401","DST","","1962.2","1956.1","19720404","0",".827","0","38.5",".4306","","","0","0","0","0","","","","0","","","","00"
"200D051C094A1600","","","","03125","00","F89-3282-2","OTH","","0","0","19880315",".62",".796","795","46.3",".0045","0","0",".62",".2","0","0","","","0","0","0","MOD","0",""
"200B044A094H0700","","","","03126","00","E77-1628","AOF","","0","0","19770111",".5",".843","0","36.4","1.32","-3.8","307.2",".325",".199","0","12","","","","0","","","",""
"100112808616W600","7840","4800","A","03133","00","E72-8529","DST","","1416.3","1371.5","19720323","0",".765","0","53.5",".21","","","0","0","0","0","","","","0","","ENG","245","00"
"100042408418W600","2960","4580","A","03140","00","C72-4703-3","DST","","1356.3","1342","19720402","0",".816","0","41.7",".29","","","0","0","0","0","","","","0","","","","02"
"200A063L094H0100","9000","2700","A-063-L/094-H-01","03142","00","E77-2305","AOF","","1002.4","1000","19770124","6.91",".808","0","43.6",".59","-51.1","311.1",".555",".145","0","11.7","","","","0","","MOD","","00"
"100061908417W600","","","","03147","00","E76-378","AOF","","0","0","19761122","0","0","0","0","0","","","9.3","0","0","0","","","","0","","ENG","240",""
"200A007H094A1300","","","","03152","00","E72-9743-1","DST","","1234.4","1246.6","19720713","0",".833","0","38.2",".5699","","347.7",".38",".184",".177","12","","","","0","","HEM","",""
"200B046B094A1300","4900","4575","A","03156","00","E72-613","OTH","","1437.1","1434.6","19720913","0",".747","0","57.9",".5","","","0","0","0","0","","","","0","","ENG","245.5","05"
"200B046B094A1300","","","","03156","00","E72-9672","DST","","1203.9","1191.7","19720710","0",".83","0","38.8",".6","","354.4",".357",".2",".156","12.3","","SAMPLE REC'D IN JOHNSTON TESTERS BOTTOM HOLE SAMPLER UNDER 300 PSIG PRES. CONTAINED IN CHAMBER WAS 1.8852 CU.FT. OF GAS & 995 CC. OF CLEAN OIL.","","0","","","",""
"200B046B094A1300","4900","4575","A","03156","00","E72-9959-1","DST","","1564.5","1430.1","19720803","0",".77","0","52.1",".3","","","0","0","0","0","","SAMPLE CONSISTED OF 40% CONDENSATE, 60% MUD.","","0","","ENG","271.6","05"
"200B046B094A1300","4900","4575","A","03156","00","E72-9959-1A","DST","","1564.5","1430.1","19720803","0",".77","0","52.1",".3","","","0","0","0","0","","40% CONDENSATE, 60% MUD","","0","","ENG","271.6","05"
"100021208525W600","","","","03157","00","E72-1809","OTH","","0","0","19721205",".1",".819","0","41.1","1.34","","350",".348",".173",".189","12.1","","","","0","","HEM","",""
"100021208525W600","7265","4540","A","03157","00","E72-9994-4","DST","","1427.9","1420.3","19720803","0",".85","0","35",".51","","340",".255",".176","0","12","","E72-9994-1: SPEC GRAV 0.864, API 32.3, CLEAN OIL, TRACE OF SEDIMENT E72-9994-2: SPEC GRAV 0.860, API 33.0, CLEAN OIL, TRACE OF SEDIMENT E72-9994-3: SPEC GRAV 0.850, API 35.0, MUD CUT OIL WITH LAYER OF FREE OIL.","","0","","HEM","","02"
"100102408819W600","","","","03160","00","E75-8780","OTH","","0","0","19750630","0",".768","0","52.5",".23","","",".86","0","0","0","","","","0","","ENG","254.4",""
"100072208422W600","9000","4100","07-22-084-22-W6M","03162","00","E72-323-2","DST","","1158.2","1126.2","19720827","0",".828","0","39.4","1.1","","354.4",".38",".157",".19","12","","","","0","","HEM","","00"
"200A029L094A1000","","","","03165","00","E72-1355-1","SEP","","0","0","19721011","0",".778","0","50.4",".24","","","0","0","0","0","","","","0","","ENG","",""
"100060908616W600","9000","4800","06-09-086-16-W6M","03166","00","C72-5150-1","DST","","1362.4","1355.7","19720814",".24",".821","0","40.8",".73","","341.6",".31",".203","0","12.3","","","","0","","HEM","","00"
"200D055I094G0800","","","","03167","00","E72-1162","","","0","0","19721020","0",".755","0","55.7",".05","","","0","0","0","0","","","","0","","ENG","257.7",""
"100063508618W600","","","","03171","00","E72-1896-2","OTH","","1377.9","1374.9","19721221","0",".747","0","57.9",".37","","",".87","0","0","0","","","","0","","ENG","254.4",""
"200A085G093I1500","","","","03181","00","E80-3373-1","SEP","","3890","3984","19800405","6",".96","959","0",".14","-40","0","0","0","0","0","","","0","0","0","","0",""
"100061308418W600","","","","03184","00","E74-1632","SEP","","0","0","19740527","0",".783","0","49.2",".88","","",".605",".115",".08","0","","55% H20, 45% CONDENSATE","","0","","ENG","",""
"100061308418W600","","","","03184","00","E74-1813-1","SEP","","0","0","19740605","0",".836","0","37.8",".18","","",".902","0","0","0","","","","0","","ENG","255.5",""
"100061308418W600","","","","03184","00","E74-1813-2","SEP","","0","0","19740606","0",".84","0","36.9",".15","","",".905","0","0","0","","","","0","","ENG","241.1",""
"100061308418W600","","","","03184","00","E74-1813-3","SEP","","0","0","19740606","0",".838","0","38.1",".12","","",".93","0","0","0","","","","0","","ENG","234.4",""
"100061308418W600","","","","03184","00","E74-1813-4","SEP","","0","0","19740607","0",".831","0","38.7",".13","","",".9","0","0","0","","","","0","","EN","243.8",""
"100061308418W600","","","","03184","00","E77-2880","SEP","","0","0","19770208",".5",".8","0","45.4",".59","","393.3",".51",".14",".125","0","","","","0","","ENG","",""
"100061308418W600","","","","03184","00","E77-3886","SEP","","0","0","19770302","2.5",".819","0","41.1",".08","-40","346.6",".52",".13",".16","11.9","","","","0","","HEM","",""
"100102208616W600","7840","4510","","03196","00","E72-1464","SEP","","1254.3","1252.5","19721109","0",".792","0","47.2",".74","","392.2",".662",".145","6","0","","SAMPLE CONSISTED OF 50% WATER & 50% CONDENSATE. CONDENSATE CONTAINED SOME FINE BLACK SOLID MATTER.","","0","","ENG","","00"
"100102208616W600","","","","03196","00","E72-1487","OTH","","0","0","19721111",".25",".85","0","34.8","1.2","","350.5",".21",".162",".218","12","","","","0","","HEM","",""
"100102708618W600","","","","03201","00","E72-1747-2","AOF","","0","0","19721203","0",".81","0","43.2",".7","","381.1","0","0","0","0","","","","0","","ENG","",""
"100062308418W600","","","","03202","00","C79-3968-1","DST","","1647","1638","19790715","0",".829","828","0","0","0","0","0","0","0","0","","INSUFFICIENT OIL FOR ANALYSIS","0","0","0","","0",""
"200B042A094A1300","","","","03203","00","E72-1486-4","DST","","1252.7","1233.2","19721110","0",".85","0","34.8",".7","-28.8","345.5",".292",".158",".188","11.8","","","","0","","HEM","",""
"200B042A094A1300","","","","03203","00","E73-1661","SEP","","0","0","19730817","0",".778","0","50.4",".07","","",".77",".215","0","0","","","","0","","ENG","284.4",""
"200B042A094A1300","","","","03203","00","F72-17-1","DST","","1242.3","1233.5","19721128","0",".855","0","34",".81","","","0","0","0","0","","","","0","","","",""
"100070208718W600","","","","03216","00","E73-2135","OTH","","0","0","19721231","0",".782","0","49.7",".49","","394.4",".649",".119","7.2","0","","","","0","","ENG","",""
"100070208718W600","","","","03216","00","E73-2680","OTH","","0","0","19730126","0",".751","0","56.9",".45","","",".776",".84","4.1","0","","","","0","","ENG","361.1",""
"100112708417W600","3580","4580","B","03218","00","E72-1581-1","DST","","1392.3","1383.1","19721117","0",".831","0","38.6",".25","","341.1",".333",".176","0","12.1","","E72-1581-2: GRAV 0.833, API 38.4, 80% OIL, 20% LAYER OF MUDDY WATER.","","0","","HEM","","00"
"100112708417W600","","","","03218","00","E72-1582-3","DST","","0","0","19721119","0",".83","0","38.8",".26","","346.6",".309",".178",".186","12.1","","E72-1582-1: SPEC GRAV 0.832, API 38.6 E72-1582-2: SPEC GRAV 0.834, API 38.2","","0","","HEM","",""
"100061308417W600","3560","4800","E","03221","00","E72-1461","DST","","1430.1","1422.1","19721112","0",".81","0","43.3",".19","","",".33",".187","2.1","0","","","","0","","HEM","","02"
"100061308417W600","","","","03221","00","E73-2394","OTH","","0","0","19730123",".01",".813","0","42.6",".36","","355.5",".34",".187",".23","12.2","","","","0","","HEM","",""
"100080508823W600","","","","03223","00","E73-2122","DST","","1685.8","1657.4","19721228","0",".832","0","38.4","1.04","","","0","0","0","0","","JOHNSTON DOWNHOLE SAMPLER UNDER 135 PSIG.CONTAINED IN CHAMBER WAS GAS, 780 MLS WATER, 20 MLS OIL.","","0","","","",""
"200D029A094H0200","","","","03225","00","E75-9366","OTH","","0","0","19750801",".5",".831","0","38.6",".94","7.2","330",".25",".28","0","12.2","","","","0","","HEM","",""
"100112308515W600","","","","03229","00","E72-1811-1/-2","DST","","1290.8","1097.8","19721205","0",".858","0","33.4","1.66","","342.2",".205",".164","0","12","","E72-1811-1: SAMPLE CONSISTED OF 25% OIL, 75% MUDDY WATER E72-1811-2: SAMPLE CONSISTED OF 30% OIL, 70% MUDDY WATER.","","0","","HEM","",""
"200A036C094J0900","","","","03235","00","G91-4207-2","SEP","","0","0","19910123","1.94",".902","901","25.4",".0027","-21","354",".02",".12",".37","11.7","","","0","0","0","MOD","0",""
"200A036C094J0900","","","","03235","00","G91-4207-3","SEP","","0","0","19910124","3.86",".902","901","25.3",".003","-21","364",".01",".12",".2699","11.7","","","0","0","0","MOD","0",""
"100062708418W600","3440","6250","","03239","00","E73-2548-4","DST","","1818.3","1800.7","19730128","0",".815","0","41.9",".22","","338.8",".272",".154","0","12.3","","CLEAN OIL. E73-2548-1: SPEC GRAV 0.823, API 40.4. E73-2548-2: SPEC GRAV 0.822, API 40.6. E73-2548-3: SPEC GRAV 0.818, API 41.5","","0","","HEM","","02"
"100062708418W600","","","","03239","00","E74-3663","","","0","0","19731219","0","0","0","0",".04","","","0","0","0","0","","H2S 0.04%","","0","","","",""
"100083108714W600","2020","4800","D","03242","00","933-394","OTH","","1348.7","1341.1","19730109","0",".839","0","37","0","","","0","0","0","0","","","4.4","0","","","","03"
"100083108714W600","2020","4800","D","03242","00","E73-2259","DST","","1348.7","1341.1","19730109","0",".825","0","40",".5399","","346.6",".293",".21",".17","12.1","","SAMPLE CONSISTED OF OIL WITH A TRACE OF EMULSIFIED WATER PRESENT.","","0","","HEM","","03"
"100112408618W600","6460","4800","A","03269","00","E73-2382-1","DST","","1250.2","1241.1","19730121","0",".822","0","40.6",".4","","346.1",".285",".187",".232","12.2","","F73-2382-2: SPEC GRAV 0.815, API 42.1, CLEAN OIL WITH TRACE OF SEDIMENT PRESENT.","","0","","HEM","","00"
"100112408618W600","6460","4800","A","03269","00","E74-2246","OTH","","1249.3","1248.1","19740626","0",".814","0","42.1",".3","","372.2",".305",".185",".205","0","","","","0","","ENG","","00"
"100061808416W600","3560","4800","E","03304","00","E73-2773-2","DST","","1438.9","1426.7","19730209","0",".81","0","43.2",".47","","346.6",".357",".19",".19","12.3","","E73-2773-1: SPEC GRAV 0.815, API 42.1, CLEAN OIL","","0","","HEM","","02"
"100061808416W600","","","","03304","00","E73-3383","SEP","","0","0","19730307",".66",".808","0","43.6",".5699","","348.8",".343",".177",".253","12.3","","","","0","","HEM","",""
"100061808416W600","","","","03304","00","E73-3595","WHD","","0","0","19730322",".53",".803","0","44.5",".44","","346.6",".408",".166",".179","12.2","","","","0","","HEM","",""
"100061808416W600","","","","03304","00","E80-4800-1","OTH","","0","0","19800410","0",".785","785","0",".0027","0","392",".47",".13",".15","0","","","0","49640","22","ENG","0",""
"100061808416W600","","","","03304","00","F73-235","WHD","","0","0","19730306","1.11",".811","0","43","0","","","0","0","0","0","","","","0","","","",""
"200D073K094A0900","3300","4800","B","03321","00","E73-3029","DHS","","1228.9","1224.3","19730218","0",".842","0","36.6",".83","","353.8",".234",".222",".232","12.2","","OBTAINED IN CHAMBER WAS 0.37 CUFT. GAS & 510 MLS OIL.","","0","","HEM","","00"
"200D073K094A0900","3300","4800","B","03321","00","E73-3236-2","SEP","","1226.5","1225.8","19730301",".12",".744","0","58.7",".61","","",".86",".44","0","0","","E73-3236-1: BS&W 1.2%, WATER 0.5%, SEDIMENT 0.7%","","0","","ENG","299.4","00"
"100062208418W600","3440","6250","","03364","00","B822087-TE0121","OTH","","1841","1826.9","20180322","0",".817","816.5","41.7",".171","","","","","","","","","-15","","23","","","02"
"100062208418W600","3440","6250","","03364","00","E73-1004","DST","","1865.3","1831.1","19730712","0",".824","0","40.3",".2699","4.4","","0","0","0","0","","INSUFFICIENT OIL PRESENT FOR DISTILLATION.","","0","","","","02"
"100062208418W600","","","","03364","00","E73-1014","DST","","954.6","976.5","19730711","0",".85","0","35.1",".95","-40","333.3",".279",".152","0","12","","LYNES DOWNHOLE SAMPLER UNDER 18 PSIG. CONTAINED IN CHAMBER WAS 480 MLS. OF OIL & 260 MLS. OF MUD. OIL WAS CLEANED FOR ANALYSIS BY CENTRIFUGING.","","0","","MOD","",""
"100062208418W600","3440","2700","A","03364","00","E73-1498-2","OTH","","970.4","968.3","19730812","6.23",".871","0","31","1.1","-23.3","","0","0","0","0","","SWAB AFTER ACID JOB JULY 25, 1973. E73-1498-1 BS&W TOTAL 35.0, GRAVITY SPECIFIC 0.864, API 32.3","","0","","","","00"
"100062208418W600","3440","6250","","03364","00","E73-872-4","DST","","1827.5","1821.7","19730704","0",".823","0","40.4",".32","-3.8","333.3",".273",".157","0","12.3","","JOHNSON BOTTOM HOLE SAMPLER REC'D PRESS 75 PSIG. CONTAINED 0.363 CUFT GAS, 530 CC OIL., GOR 109.0 CUFT GAS/BBL. E73-872-1: SPEC GRAV 0.827, API 39.6. E73-872-2: SPEC GRAV 0.824, API 40.3.","","0","","HEM","","02"
"100062208418W600","","","","03364","00","E74-3662","","","0","0","19731219","0","0","0","0",".1699","","","0","0","0","0","","H2S 0.00004%","","689.5","","","",""
"100062208822W600","","","","03367","00","E74-729","OTH","","0","0","19740320","0",".68","0","76.6",".49","0","0","0","0","0","0","","","0","0","0","ENG","320",""
"100063408418W600","","","","03370","00","E73-2149","","","0","0","19730926","2",".825","0","40",".24","7.2","342.2",".28",".155","0","12.4","","LAYER OF FREE WATER","","0","","HEM","",""
"100100608818W600","","","","03374","00","E73-1690-2","DST","","0","0","19730825","0",".837","0","37.6",".6799","-1.1","334.4",".291",".159","0","12.1","","E73-1690-1: SPEC. GRAV. 0.837, API 37.6, E73-1690-3: SPEC. GRAV. 0.834, API 38.2, OIL WITH 5% EMULSIFIED WATER.","","0","","","",""
"100100608818W600","","","","03374","00","E73-1849-1","DST","","0","0","19730903","0",".84","0","37",".93","-6.6","330",".275",".148","0","12","","SAMPLE CONSISTED OF CLEAN OIL WITH A THIN LAYER OF EMULSION PRESENT.","","0","","","",""
"100100608818W600","","","","03374","00","F73-A-93-1","SEP","","0","0","19730918","1.64",".819","0","41.1","0","","","0","0","0","0","","F73-A-93-2: BS&W 17.3, SPEC. GRAV. 0.830, API 39.0, 1973-09-19.","","0","","","",""
"100100608818W600","","","","03374","00","F73A-94","SEP","","0","0","19730919","2.64",".831","0","38.6","0","","","0","0","0","0","","","","0","","","",""
"100061408418W600","2960","4580","A","03381","00","E73-2333-5","DST","","1114.6","1105.2","19730930","0",".826","0","39.7",".26","-3.8","332.7",".318",".161","0","12.1","","JOHNSTON DOWNHOLE SAMPLER UNDER 3 PSIG. CONTAINED IN CHAMBER WAS 2200 CC OF GAS & 800 MLS OF OIL. E73-2333-3: S.G. 0.836, API 37.8, 50% OIL, 50% MUD. E73-2333-4: S.G. 0.831, API 38.9, CLEAN OIL WITH A TRACE OF WATER & SEDIMENT PRESENT.","","0","","HEM","","00"
"100061408418W600","","","","03381","00","E84-10071","OTH","","0","0","19841115",".01",".821","820","40.9",".0013","-2","356",".29",".1699",".24","12.3","","","0","0","0","MOD","0",""
"200B022C094B0900","","","","03390","00","E74-3225","SEP","","0","0","19740827","0",".691","0","73.1",".06","","","0",".945","0","0","","","","0","","ENG","131.1",""
"100101808417W600","","","","03394","00","E74-2033","SEP","","0","0","19740618","0",".784","0","48.7",".28","","391.1",".595",".12","8.5","0","","CONTAINED 2% WATER","","0","","ENG","",""
"100101808417W600","","","","03394","00","E74-2034","SEP","","0","0","19740618","0",".077","0","51.9",".21","","391.6",".67",".12","5.5","0","","CONTAINED 1.5% WATER","","0","","ENG","",""
"100101808417W600","","","","03394","00","E74-2035","SEP","","0","0","19740619","0",".764","0","53.6",".2","","391.1",".705",".105","5","0","","SAMPLE CONSISTED OF 30% WATER, 70% CONDENSATE","","0","","ENG","",""
"100101808417W600","","","","03394","00","E74-2036","OTH","","0","0","19740619","0",".783","0","49",".28","","391.1",".61",".11","7.5","0","","CLEAR CONDENSATE","","0","","ENG","",""
"100101808417W600","","","","03394","00","E74-2037","OTH","","0","0","19740620","0",".77","0","52.1",".16","","375.5",".655","1","7","0","","CLEAR CONDENSATE","","0","","ENG","",""
"100101808417W600","","","","03394","00","E74-2038","SEP","","0","0","19740617","0",".787","0","48.1",".23","","381.1",".615",".125","8.5","0","","CLEAN CONDENSATE","","0","","ENG","",""
"100060708617W600","","","","03397","00","F74-288","WHD","","0","0","19740207",".52",".825","0","40","0","","","0","0","0","0","","","","0","","","",""
